Energy=0.100000 eV
theta,rad   sq_contrib(lm)   cross_contrib(lml’m)   total_PAD
      1.036726      2.119669E-01      1.045340E-02      2.224203E-01
      1.068142      2.117513E-01      1.426183E-02      2.260131E-01
      1.099557      2.115441E-01      1.792132E-02      2.294654E-01
      1.130973      2.113462E-01      2.141742E-02      2.327636E-01
      1.162389      2.111583E-01      2.473635E-02      2.358946E-01
      1.193805      2.109812E-01      2.786501E-02      2.388462E-01
      1.225221      2.108155E-01      3.079104E-02      2.416065E-01
      1.256637      2.106620E-01      3.350290E-02      2.441649E-01
      1.288053      2.105212E-01      3.598988E-02      2.465111E-01
      1.319469      2.103937E-01      3.824218E-02      2.486358E-01
      1.350885      2.102799E-01      4.025090E-02      2.505308E-01
      1.382301      2.101805E-01      4.200812E-02      2.521886E-01
      1.413717      2.100956E-01      4.350689E-02      2.536025E-01
      1.445133      2.100257E-01      4.474131E-02      2.547670E-01
      1.476549      2.099711E-01      4.570650E-02      2.556776E-01
      1.507964      2.099319E-01      4.639866E-02      2.563305E-01
      1.539380      2.099083E-01      4.681505E-02      2.567234E-01
      1.570796      2.099004E-01      4.695403E-02      2.568545E-01
      1.602212      2.099083E-01      4.681505E-02      2.567234E-01
      1.633628      2.099319E-01      4.639866E-02      2.563305E-01
      1.665044      2.099711E-01      4.570650E-02      2.556776E-01
      1.696460      2.100257E-01      4.474131E-02      2.547670E-01
      1.727876      2.100956E-01      4.350689E-02      2.536025E-01
      1.759292      2.101805E-01      4.200812E-02      2.521886E-01
      1.790708      2.102799E-01      4.025090E-02      2.505308E-01
      1.822124      2.103937E-01      3.824218E-02      2.486358E-01
      1.853540      2.105212E-01      3.598988E-02      2.465111E-01
      1.884956      2.106620E-01      3.350290E-02      2.441649E-01
      1.916372      2.108155E-01      3.079104E-02      2.416065E-01
      1.947787      2.109812E-01      2.786501E-02      2.388462E-01
      1.979203      2.111583E-01      2.473635E-02      2.358946E-01
      2.010619      2.113462E-01      2.141742E-02      2.327636E-01
      2.042035      2.115441E-01      1.792132E-02      2.294654E-01
      2.073451      2.117513E-01      1.426183E-02      2.260131E-01
      2.104867      2.119669E-01      1.045340E-02      2.224203E-01
      2.136283      2.121901E-01      6.511066E-03      2.187012E-01
      2.167699      2.124200E-01      2.450382E-03      2.148704E-01
      2.199115      2.126557E-01     -1.712625E-03      2.109431E-01
      2.230531      2.128963E-01     -5.961527E-03      2.069347E-01
      2.261947      2.131407E-01     -1.027955E-02      2.028612E-01
      2.293363      2.133881E-01     -1.464966E-02      1.987385E-01
      2.324779      2.136375E-01     -1.905461E-02      1.945829E-01
      2.356194      2.138879E-01     -2.347702E-02      1.904109E-01
      2.387610      2.141383E-01     -2.789942E-02      1.862389E-01
      2.419026      2.143877E-01     -3.230437E-02      1.820833E-01
      2.450442      2.146351E-01     -3.667448E-02      1.779606E-01
      2.481858      2.148795E-01     -4.099250E-02      1.738870E-01
      2.513274      2.151201E-01     -4.524141E-02      1.698787E-01
      2.544690      2.153558E-01     -4.940441E-02      1.659514E-01
      2.576106      2.155857E-01     -5.346510E-02      1.621206E-01
      2.607522      2.158089E-01     -5.740743E-02      1.584014E-01
      2.638938      2.160245E-01     -6.121586E-02      1.548086E-01
      2.670354      2.162317E-01     -6.487535E-02      1.513563E-01
      2.701770      2.164296E-01     -6.837145E-02      1.480582E-01
      2.733186      2.166175E-01     -7.169038E-02      1.449271E-01
      2.764602      2.167946E-01     -7.481904E-02      1.419756E-01
      2.796017      2.169603E-01     -7.774507E-02      1.392152E-01
      2.827433      2.171138E-01     -8.045693E-02      1.366569E-01
      2.858849      2.172546E-01     -8.294392E-02      1.343107E-01
      2.890265      2.173821E-01     -8.519621E-02      1.321859E-01
      2.921681      2.174959E-01     -8.720493E-02      1.302909E-01
      2.953097      2.175954E-01     -8.896215E-02      1.286332E-01
      2.984513      2.176802E-01     -9.046092E-02      1.272193E-01
      3.015929      2.177501E-01     -9.169534E-02      1.260547E-01
      3.047345      2.178047E-01     -9.266054E-02      1.251442E-01
      3.078761      2.178439E-01     -9.335269E-02      1.244912E-01
      3.110177      2.178675E-01     -9.376908E-02      1.240984E-01
      3.141593      2.178754E-01     -9.390806E-02      1.239673E-01
__________________________________
Energy=1.100000 eV
theta,rad   sq_contrib(lm)   cross_contrib(lml’m)   total_PAD
      0.000000      1.991863E-01     -1.036117E-01      9.557454E-02
      0.031416      1.991755E-01     -1.034584E-01      9.571714E-02
      0.062832      1.991433E-01     -1.029990E-01      9.614435E-02
      0.094248      1.990898E-01     -1.022353E-01      9.685449E-02
      0.125664      1.990151E-01     -1.011704E-01      9.784477E-02
      0.157080      1.989197E-01     -9.980841E-02      9.911127E-02
      0.188496      1.988038E-01     -9.815476E-02      1.006490E-01
      0.219911      1.986678E-01     -9.621597E-02      1.024519E-01
      0.251327      1.985125E-01     -9.399969E-02      1.045128E-01
      0.282743      1.983383E-01     -9.151466E-02      1.068236E-01
      0.314159      1.981459E-01     -8.877069E-02      1.093752E-01
      0.345575      1.979362E-01     -8.577861E-02      1.121576E-01
      0.376991      1.977098E-01     -8.255022E-02      1.151596E-01
      0.408407      1.974679E-01     -7.909828E-02      1.183696E-01
      0.439823      1.972112E-01     -7.543640E-02      1.217748E-01
      0.471239      1.969408E-01     -7.157903E-02      1.253617E-01
      0.502655      1.966577E-01     -6.754140E-02      1.291163E-01
      0.534071      1.963631E-01     -6.333944E-02      1.330237E-01
      0.565487      1.960582E-01     -5.898974E-02      1.370685E-01
      0.596903      1.957442E-01     -5.450946E-02      1.412347E-01
      0.628319      1.954222E-01     -4.991628E-02      1.455059E-01
      0.659734      1.950935E-01     -4.522833E-02      1.498652E-01
      0.691150      1.947596E-01     -4.046412E-02      1.542954E-01
      0.722566      1.944215E-01     -3.564243E-02      1.587791E-01
      0.753982      1.940808E-01     -3.078231E-02      1.632985E-01
      0.785398      1.937388E-01     -2.590294E-02      1.678359E-01
      0.816814      1.933967E-01     -2.102356E-02      1.723732E-01
      0.848230      1.930560E-01     -1.616344E-02      1.768926E-01
      0.879646      1.927180E-01     -1.134176E-02      1.813763E-01
      0.911062      1.923841E-01     -6.577542E-03      1.858065E-01
      0.942478      1.920554E-01     -1.889594E-03      1.901658E-01
      0.973894      1.917334E-01      2.703584E-03      1.944370E-01
      1.005310      1.914194E-01      7.183866E-03      1.986032E-01
      1.036726      1.911144E-01      1.153357E-02      2.026480E-01
      1.068142      1.908199E-01      1.573553E-02      2.065554E-01
      1.099557      1.905368E-01      1.977316E-02      2.103100E-01
      1.130973      1.902664E-01      2.363052E-02      2.138969E-01
      1.162389      1.900097E-01      2.729240E-02      2.173021E-01
      1.193805      1.897677E-01      3.074435E-02      2.205121E-01
      1.225221      1.895414E-01      3.397273E-02      2.235142E-01
      1.256637      1.893317E-01      3.696481E-02      2.262965E-01
      1.288053      1.891393E-01      3.970878E-02      2.288481E-01
      1.319469      1.889651E-01      4.219381E-02      2.311589E-01
      1.350885      1.888097E-01      4.441010E-02      2.332198E-01
      1.382301      1.886738E-01      4.634889E-02      2.350227E-01
      1.413717      1.885579E-01      4.800253E-02      2.365604E-01
      1.445133      1.884624E-01      4.936451E-02      2.378269E-01
      1.476549      1.883878E-01      5.042944E-02      2.388172E-01
      1.507964      1.883342E-01      5.119312E-02      2.395274E-01
      1.539380      1.883020E-01      5.165253E-02      2.399546E-01
      1.570796      1.882913E-01      5.180587E-02      2.400972E-01
      1.602212      1.883020E-01      5.165253E-02      2.399546E-01
      1.633628      1.883342E-01      5.119312E-02      2.395274E-01
      1.665044      1.883878E-01      5.042944E-02      2.388172E-01
      1.696460      1.884624E-01      4.936451E-02      2.378269E-01
      1.727876      1.885579E-01      4.800253E-02      2.365604E-01
      1.759292      1.886738E-01      4.634889E-02      2.350227E-01
      1.790708      1.888097E-01      4.441010E-02      2.332198E-01
      1.822124      1.889651E-01      4.219381E-02      2.311589E-01
      1.853540      1.891393E-01      3.970878E-02      2.288481E-01
      1.884956      1.893317E-01      3.696481E-02      2.262965E-01
      1.916372      1.895414E-01      3.397273E-02      2.235142E-01
      1.947787      1.897677E-01      3.074435E-02      2.205121E-01
      1.979203      1.900097E-01      2.729240E-02      2.173021E-01
      2.010619      1.902664E-01      2.363052E-02      2.138969E-01
      2.042035      1.905368E-01      1.977316E-02      2.103100E-01
      2.073451      1.908199E-01      1.573553E-02      2.065554E-01
      2.104867      1.911144E-01      1.153357E-02      2.026480E-01
      2.136283      1.914194E-01      7.183866E-03      1.986032E-01
      2.167699      1.917334E-01      2.703584E-03      1.944370E-01
      2.199115      1.920554E-01     -1.889594E-03      1.901658E-01
      2.230531      1.923841E-01     -6.577542E-03      1.858065E-01
      2.261947      1.927180E-01     -1.134176E-02      1.813763E-01
      2.293363      1.930560E-01     -1.616344E-02      1.768926E-01
      2.324779      1.933967E-01     -2.102356E-02      1.723732E-01
      2.356194      1.937388E-01     -2.590294E-02      1.678359E-01
      2.387610      1.940808E-01     -3.078231E-02      1.632985E-01
      2.419026      1.944215E-01     -3.564243E-02      1.587791E-01
      2.450442      1.947596E-01     -4.046412E-02      1.542954E-01
      2.481858      1.950935E-01     -4.522833E-02      1.498652E-01
      2.513274      1.954222E-01     -4.991628E-02      1.455059E-01
      2.544690      1.957442E-01     -5.450946E-02      1.412347E-01
      2.576106      1.960582E-01     -5.898974E-02      1.370685E-01
      2.607522      1.963631E-01     -6.333944E-02      1.330237E-01
      2.638938      1.966577E-01     -6.754140E-02      1.291163E-01
      2.670354      1.969408E-01     -7.157903E-02      1.253617E-01
      2.701770      1.972112E-01     -7.543640E-02      1.217748E-01
      2.733186      1.974679E-01     -7.909828E-02      1.183696E-01
      2.764602      1.977098E-01     -8.255022E-02      1.151596E-01
      2.796017      1.979362E-01     -8.577861E-02      1.121576E-01
      2.827433      1.981459E-01     -8.877069E-02      1.093752E-01
      2.858849      1.983383E-01     -9.151466E-02      1.068236E-01
      2.890265      1.985125E-01     -9.399969E-02      1.045128E-01
      2.921681      1.986678E-01     -9.621597E-02      1.024519E-01
      2.953097      1.988038E-01     -9.815476E-02      1.006490E-01
      2.984513      1.989197E-01     -9.980841E-02      9.911127E-02
      3.015929      1.990151E-01     -1.011704E-01      9.784477E-02
      3.047345      1.990898E-01     -1.022353E-01      9.685449E-02
      3.078761      1.991433E-01     -1.029990E-01      9.614435E-02
      3.110177      1.991755E-01     -1.034584E-01      9.571714E-02
      3.141593      1.991863E-01     -1.036117E-01      9.557454E-02
__________________________________
Energy=1.300000 eV
theta,rad   sq_contrib(lm)   cross_contrib(lml’m)   total_PAD
      0.000000      1.832211E-01     -1.105988E-01      7.262230E-02
      0.031416      1.832073E-01     -1.104351E-01      7.277224E-02
      0.062832      1.831662E-01     -1.099447E-01      7.322149E-02
      0.094248      1.830978E-01     -1.091295E-01      7.396826E-02
      0.125664      1.830024E-01     -1.079928E-01      7.500962E-02
      0.157080      1.828804E-01     -1.065390E-01      7.634144E-02
      0.188496      1.827323E-01     -1.047738E-01      7.795848E-02
      0.219911      1.825586E-01     -1.027043E-01      7.985435E-02
      0.251327      1.823601E-01     -1.003385E-01      8.202157E-02
      0.282743      1.821375E-01     -9.768592E-02      8.445158E-02
      0.314159      1.818917E-01     -9.475691E-02      8.713481E-02
      0.345575      1.816237E-01     -9.156306E-02      9.006065E-02
      0.376991      1.813345E-01     -8.811697E-02      9.321756E-02
      0.408407      1.810253E-01     -8.443224E-02      9.659309E-02
      0.439823      1.806973E-01     -8.052342E-02      1.001739E-01
      0.471239      1.803518E-01     -7.640594E-02      1.039459E-01
      0.502655      1.799902E-01     -7.209603E-02      1.078941E-01
      0.534071      1.796138E-01     -6.761072E-02      1.120031E-01
      0.565487      1.792242E-01     -6.296769E-02      1.162565E-01
      0.596903      1.788228E-01     -5.818528E-02      1.206376E-01
      0.628319      1.784114E-01     -5.328237E-02      1.251291E-01
      0.659734      1.779915E-01     -4.827829E-02      1.297132E-01
      0.691150      1.775648E-01     -4.319280E-02      1.343720E-01
      0.722566      1.771329E-01     -3.804597E-02      1.390869E-01
      0.753982      1.766975E-01     -3.285811E-02      1.438394E-01
      0.785398      1.762605E-01     -2.764969E-02      1.486108E-01
      0.816814      1.758234E-01     -2.244128E-02      1.533821E-01
      0.848230      1.753881E-01     -1.725342E-02      1.581347E-01
      0.879646      1.749562E-01     -1.210659E-02      1.628496E-01
      0.911062      1.745295E-01     -7.021096E-03      1.675084E-01
      0.942478      1.741095E-01     -2.017018E-03      1.720925E-01
      0.973894      1.736981E-01      2.885900E-03      1.765840E-01
      1.005310      1.732968E-01      7.668307E-03      1.809651E-01
      1.036726      1.729072E-01      1.231133E-02      1.852185E-01
      1.068142      1.725308E-01      1.679665E-02      1.893275E-01
      1.099557      1.721691E-01      2.110655E-02      1.932757E-01
      1.130973      1.718236E-01      2.522404E-02      1.970477E-01
      1.162389      1.714956E-01      2.913286E-02      2.006285E-01
      1.193805      1.711864E-01      3.281758E-02      2.040040E-01
      1.225221      1.708973E-01      3.626367E-02      2.071609E-01
      1.256637      1.706292E-01      3.945752E-02      2.100868E-01
      1.288053      1.703835E-01      4.238653E-02      2.127700E-01
      1.319469      1.701609E-01      4.503914E-02      2.152000E-01
      1.350885      1.699623E-01      4.740488E-02      2.173672E-01
      1.382301      1.697887E-01      4.947441E-02      2.192631E-01
      1.413717      1.696406E-01      5.123957E-02      2.208801E-01
      1.445133      1.695186E-01      5.269339E-02      2.222120E-01
      1.476549      1.694232E-01      5.383013E-02      2.232533E-01
      1.507964      1.693548E-01      5.464531E-02      2.240001E-01
      1.539380      1.693136E-01      5.513570E-02      2.244493E-01
      1.570796      1.692999E-01      5.529939E-02      2.245993E-01
      1.602212      1.693136E-01      5.513570E-02      2.244493E-01
      1.633628      1.693548E-01      5.464531E-02      2.240001E-01
      1.665044      1.694232E-01      5.383013E-02      2.232533E-01
      1.696460      1.695186E-01      5.269339E-02      2.222120E-01
      1.727876      1.696406E-01      5.123957E-02      2.208801E-01
      1.759292      1.697887E-01      4.947441E-02      2.192631E-01
      1.790708      1.699623E-01      4.740488E-02      2.173672E-01
      1.822124      1.701609E-01      4.503914E-02      2.152000E-01
      1.853540      1.703835E-01      4.238653E-02      2.127700E-01
      1.884956      1.706292E-01      3.945752E-02      2.100868E-01
      1.916372      1.708973E-01      3.626367E-02      2.071609E-01
      1.947787      1.711864E-01      3.281758E-02      2.040040E-01
      1.979203      1.714956E-01      2.913286E-02      2.006285E-01
      2.010619      1.718236E-01      2.522404E-02      1.970477E-01
      2.042035      1.721691E-01      2.110655E-02      1.932757E-01
      2.073451      1.725308E-01      1.679665E-02      1.893275E-01
      2.104867      1.729072E-01      1.231133E-02      1.852185E-01
      2.136283      1.732968E-01      7.668307E-03      1.809651E-01
      2.167699      1.736981E-01      2.885900E-03      1.765840E-01
      2.199115      1.741095E-01     -2.017018E-03      1.720925E-01
      2.230531      1.745295E-01     -7.021096E-03      1.675084E-01
      2.261947      1.749562E-01     -1.210659E-02      1.628496E-01
      2.293363      1.753881E-01     -1.725342E-02      1.581347E-01
      2.324779      1.758234E-01     -2.244128E-02      1.533821E-01
      2.356194      1.762605E-01     -2.764969E-02      1.486108E-01
      2.387610      1.766975E-01     -3.285811E-02      1.438394E-01
      2.419026      1.771329E-01     -3.804597E-02      1.390869E-01
      2.450442      1.775648E-01     -4.319280E-02      1.343720E-01
      2.481858      1.779915E-01     -4.827829E-02      1.297132E-01
      2.513274      1.784114E-01     -5.328237E-02      1.251291E-01
      2.544690      1.788228E-01     -5.818528E-02      1.206376E-01
      2.576106      1.792242E-01     -6.296769E-02      1.162565E-01
      2.607522      1.796138E-01     -6.761072E-02      1.120031E-01
      2.638938      1.799902E-01     -7.209603E-02      1.078941E-01
      2.670354      1.803518E-01     -7.640594E-02      1.039459E-01
      2.701770      1.806973E-01     -8.052342E-02      1.001739E-01
      2.733186      1.810253E-01     -8.443224E-02      9.659309E-02
      2.764602      1.813345E-01     -8.811697E-02      9.321756E-02
      2.796017      1.816237E-01     -9.156306E-02      9.006065E-02
      2.827433      1.818917E-01     -9.475691E-02      8.713481E-02
      2.858849      1.821375E-01     -9.768592E-02      8.445158E-02
      2.890265      1.823601E-01     -1.003385E-01      8.202157E-02
      2.921681      1.825586E-01     -1.027043E-01      7.985435E-02
      2.953097      1.827323E-01     -1.047738E-01      7.795848E-02
      2.984513      1.828804E-01     -1.065390E-01      7.634144E-02
      3.015929      1.830024E-01     -1.079928E-01      7.500962E-02
      3.047345      1.830978E-01     -1.091295E-01      7.396826E-02
      3.078761      1.831662E-01     -1.099447E-01      7.322149E-02
      3.110177      1.832073E-01     -1.104351E-01      7.277224E-02
      3.141593      1.832211E-01     -1.105988E-01      7.262230E-02
__________________________________
Energy=1.500000 eV
theta,rad   sq_contrib(lm)   cross_contrib(lml’m)   total_PAD
      0.000000      1.695561E-01     -1.153280E-01      5.422804E-02
      0.031416      1.695393E-01     -1.151574E-01      5.438198E-02
      0.062832      1.694892E-01     -1.146460E-01      5.484321E-02
      0.094248      1.694059E-01     -1.137960E-01      5.560990E-02
      0.125664      1.692896E-01     -1.126106E-01      5.667903E-02
      0.157080      1.691410E-01     -1.110946E-01      5.804637E-02
      0.188496      1.689605E-01     -1.092540E-01      5.970654E-02
      0.219911      1.687489E-01     -1.070960E-01      6.165297E-02
      0.251327      1.685070E-01     -1.046291E-01      6.387799E-02
      0.282743      1.682358E-01     -1.018630E-01      6.637282E-02
      0.314159      1.679364E-01     -9.880876E-02      6.912761E-02
      0.345575      1.676098E-01     -9.547834E-02      7.213149E-02
      0.376991      1.672575E-01     -9.188490E-02      7.537260E-02
      0.408407      1.668808E-01     -8.804261E-02      7.883815E-02
      0.439823      1.664811E-01     -8.396665E-02      8.251447E-02
      0.471239      1.660601E-01     -7.967310E-02      8.638704E-02
      0.502655      1.656195E-01     -7.517890E-02      9.044059E-02
      0.534071      1.651609E-01     -7.050179E-02      9.465911E-02
      0.565487      1.646862E-01     -6.566023E-02      9.902596E-02
      0.596903      1.641972E-01     -6.067332E-02      1.035239E-01
      0.628319      1.636959E-01     -5.556075E-02      1.081352E-01
      0.659734      1.631843E-01     -5.034270E-02      1.128416E-01
      0.691150      1.626644E-01     -4.503975E-02      1.176246E-01
      0.722566      1.621381E-01     -3.967284E-02      1.224653E-01
      0.753982      1.616077E-01     -3.426314E-02      1.273446E-01
      0.785398      1.610752E-01     -2.883201E-02      1.322432E-01
      0.816814      1.605427E-01     -2.340088E-02      1.371418E-01
      0.848230      1.600123E-01     -1.799118E-02      1.420211E-01
      0.879646      1.594861E-01     -1.262427E-02      1.468618E-01
      0.911062      1.589661E-01     -7.321322E-03      1.516448E-01
      0.942478      1.584545E-01     -2.103267E-03      1.563512E-01
      0.973894      1.579532E-01      3.009302E-03      1.609625E-01
      1.005310      1.574642E-01      7.996208E-03      1.654604E-01
      1.036726      1.569895E-01      1.283777E-02      1.698273E-01
      1.068142      1.565309E-01      1.751488E-02      1.740458E-01
      1.099557      1.560903E-01      2.200908E-02      1.780994E-01
      1.130973      1.556693E-01      2.630263E-02      1.819719E-01
      1.162389      1.552697E-01      3.037860E-02      1.856483E-01
      1.193805      1.548929E-01      3.422088E-02      1.891138E-01
      1.225221      1.545406E-01      3.781433E-02      1.923549E-01
      1.256637      1.542140E-01      4.114475E-02      1.953588E-01
      1.288053      1.539146E-01      4.419900E-02      1.981136E-01
      1.319469      1.536434E-01      4.696504E-02      2.006084E-01
      1.350885      1.534015E-01      4.943194E-02      2.028334E-01
      1.382301      1.531899E-01      5.158996E-02      2.047799E-01
      1.413717      1.530094E-01      5.343060E-02      2.064400E-01
      1.445133      1.528608E-01      5.494659E-02      2.078074E-01
      1.476549      1.527446E-01      5.613194E-02      2.088765E-01
      1.507964      1.526612E-01      5.698197E-02      2.096432E-01
      1.539380      1.526111E-01      5.749334E-02      2.101044E-01
      1.570796      1.525943E-01      5.766402E-02      2.102584E-01
      1.602212      1.526111E-01      5.749334E-02      2.101044E-01
      1.633628      1.526612E-01      5.698197E-02      2.096432E-01
      1.665044      1.527446E-01      5.613194E-02      2.088765E-01
      1.696460      1.528608E-01      5.494659E-02      2.078074E-01
      1.727876      1.530094E-01      5.343060E-02      2.064400E-01
      1.759292      1.531899E-01      5.158996E-02      2.047799E-01
      1.790708      1.534015E-01      4.943194E-02      2.028334E-01
      1.822124      1.536434E-01      4.696504E-02      2.006084E-01
      1.853540      1.539146E-01      4.419900E-02      1.981136E-01
      1.884956      1.542140E-01      4.114475E-02      1.953588E-01
      1.916372      1.545406E-01      3.781433E-02      1.923549E-01
      1.947787      1.548929E-01      3.422088E-02      1.891138E-01
      1.979203      1.552697E-01      3.037860E-02      1.856483E-01
      2.010619      1.556693E-01      2.630263E-02      1.819719E-01
      2.042035      1.560903E-01      2.200908E-02      1.780994E-01
      2.073451      1.565309E-01      1.751488E-02      1.740458E-01
      2.104867      1.569895E-01      1.283777E-02      1.698273E-01
      2.136283      1.574642E-01      7.996208E-03      1.654604E-01
      2.167699      1.579532E-01      3.009302E-03      1.609625E-01
      2.199115      1.584545E-01     -2.103267E-03      1.563512E-01
      2.230531      1.589661E-01     -7.321322E-03      1.516448E-01
      2.261947      1.594861E-01     -1.262427E-02      1.468618E-01
      2.293363      1.600123E-01     -1.799118E-02      1.420211E-01
      2.324779      1.605427E-01     -2.340088E-02      1.371418E-01
      2.356194      1.610752E-01     -2.883201E-02      1.322432E-01
      2.387610      1.616077E-01     -3.426314E-02      1.273446E-01
      2.419026      1.621381E-01     -3.967284E-02      1.224653E-01
      2.450442      1.626644E-01     -4.503975E-02      1.176246E-01
      2.481858      1.631843E-01     -5.034270E-02      1.128416E-01
      2.513274      1.636959E-01     -5.556075E-02      1.081352E-01
      2.544690      1.641972E-01     -6.067332E-02      1.035239E-01
      2.576106      1.646862E-01     -6.566023E-02      9.902596E-02
      2.607522      1.651609E-01     -7.050179E-02      9.465911E-02
      2.638938      1.656195E-01     -7.517890E-02      9.044059E-02
      2.670354      1.660601E-01     -7.967310E-02      8.638704E-02
      2.701770      1.664811E-01     -8.396665E-02      8.251447E-02
      2.733186      1.668808E-01     -8.804261E-02      7.883815E-02
      2.764602      1.672575E-01     -9.188490E-02      7.537260E-02
      2.796017      1.676098E-01     -9.547834E-02      7.213149E-02
      2.827433      1.679364E-01     -9.880876E-02      6.912761E-02
      2.858849      1.682358E-01     -1.018630E-01      6.637282E-02
      2.890265      1.685070E-01     -1.046291E-01      6.387799E-02
      2.921681      1.687489E-01     -1.070960E-01      6.165297E-02
      2.953097      1.689605E-01     -1.092540E-01      5.970654E-02
      2.984513      1.691410E-01     -1.110946E-01      5.804637E-02
      3.015929      1.692896E-01     -1.126106E-01      5.667903E-02
      3.047345      1.694059E-01     -1.137960E-01      5.560990E-02
      3.078761      1.694892E-01     -1.146460E-01      5.484321E-02
      3.110177      1.695393E-01     -1.151574E-01      5.438198E-02
      3.141593      1.695561E-01     -1.153280E-01      5.422804E-02
__________________________________
Energy=1.700000 eV
theta,rad   sq_contrib(lm)   cross_contrib(lml’m)   total_PAD
      0.000000      1.578301E-01     -1.181917E-01      3.963846E-02
      0.031416      1.578105E-01     -1.180168E-01      3.979370E-02
      0.062832      1.577515E-01     -1.174927E-01      4.025881E-02
      0.094248      1.576535E-01     -1.166216E-01      4.103194E-02
      0.125664      1.575168E-01     -1.154068E-01      4.211006E-02
      0.157080      1.573420E-01     -1.138531E-01      4.348890E-02
      0.188496      1.571298E-01     -1.119668E-01      4.516303E-02
      0.219911      1.568810E-01     -1.097552E-01      4.712583E-02
      0.251327      1.565966E-01     -1.072270E-01      4.936956E-02
      0.282743      1.562777E-01     -1.043923E-01      5.188536E-02
      0.314159      1.559255E-01     -1.012622E-01      5.466331E-02
      0.345575      1.555416E-01     -9.784911E-02      5.769245E-02
      0.376991      1.551272E-01     -9.416644E-02      6.096081E-02
      0.408407      1.546842E-01     -9.022875E-02      6.445550E-02
      0.439823      1.542143E-01     -8.605158E-02      6.816273E-02
      0.471239      1.537193E-01     -8.165141E-02      7.206787E-02
      0.502655      1.532011E-01     -7.704562E-02      7.615550E-02
      0.534071      1.526619E-01     -7.225238E-02      8.040949E-02
      0.565487      1.521037E-01     -6.729060E-02      8.481306E-02
      0.596903      1.515287E-01     -6.217986E-02      8.934883E-02
      0.628319      1.509392E-01     -5.694035E-02      9.399889E-02
      0.659734      1.503376E-01     -5.159273E-02      9.874489E-02
      0.691150      1.497262E-01     -4.615810E-02      1.035681E-01
      0.722566      1.491074E-01     -4.065793E-02      1.084495E-01
      0.753982      1.484837E-01     -3.511391E-02      1.133698E-01
      0.785398      1.478575E-01     -2.954792E-02      1.183096E-01
      0.816814      1.472313E-01     -2.398193E-02      1.232494E-01
      0.848230      1.466076E-01     -1.843791E-02      1.281697E-01
      0.879646      1.459888E-01     -1.293774E-02      1.330511E-01
      0.911062      1.453774E-01     -7.503113E-03      1.378743E-01
      0.942478      1.447758E-01     -2.155492E-03      1.426203E-01
      0.973894      1.441864E-01      3.084024E-03      1.472704E-01
      1.005310      1.436114E-01      8.194757E-03      1.518061E-01
      1.036726      1.430532E-01      1.315654E-02      1.562097E-01
      1.068142      1.425139E-01      1.794978E-02      1.604637E-01
      1.099557      1.419958E-01      2.255557E-02      1.645513E-01
      1.130973      1.415007E-01      2.695574E-02      1.684565E-01
      1.162389      1.410308E-01      3.113291E-02      1.721637E-01
      1.193805      1.405878E-01      3.507060E-02      1.756584E-01
      1.225221      1.401735E-01      3.875327E-02      1.789268E-01
      1.256637      1.397895E-01      4.216639E-02      1.819559E-01
      1.288053      1.394374E-01      4.529648E-02      1.847338E-01
      1.319469      1.391185E-01      4.813120E-02      1.872497E-01
      1.350885      1.388340E-01      5.065935E-02      1.894934E-01
      1.382301      1.385852E-01      5.287096E-02      1.914562E-01
      1.413717      1.383730E-01      5.475730E-02      1.931303E-01
      1.445133      1.381982E-01      5.631093E-02      1.945091E-01
      1.476549      1.380616E-01      5.752571E-02      1.955873E-01
      1.507964      1.379635E-01      5.839686E-02      1.963604E-01
      1.539380      1.379046E-01      5.892092E-02      1.968255E-01
      1.570796      1.378849E-01      5.909584E-02      1.969807E-01
      1.602212      1.379046E-01      5.892092E-02      1.968255E-01
      1.633628      1.379635E-01      5.839686E-02      1.963604E-01
      1.665044      1.380616E-01      5.752571E-02      1.955873E-01
      1.696460      1.381982E-01      5.631093E-02      1.945091E-01
      1.727876      1.383730E-01      5.475730E-02      1.931303E-01
      1.759292      1.385852E-01      5.287096E-02      1.914562E-01
      1.790708      1.388340E-01      5.065935E-02      1.894934E-01
      1.822124      1.391185E-01      4.813120E-02      1.872497E-01
      1.853540      1.394374E-01      4.529648E-02      1.847338E-01
      1.884956      1.397895E-01      4.216639E-02      1.819559E-01
      1.916372      1.401735E-01      3.875327E-02      1.789268E-01
      1.947787      1.405878E-01      3.507060E-02      1.756584E-01
      1.979203      1.410308E-01      3.113291E-02      1.721637E-01
      2.010619      1.415007E-01      2.695574E-02      1.684565E-01
      2.042035      1.419958E-01      2.255557E-02      1.645513E-01
      2.073451      1.425139E-01      1.794978E-02      1.604637E-01
      2.104867      1.430532E-01      1.315654E-02      1.562097E-01
      2.136283      1.436114E-01      8.194757E-03      1.518061E-01
      2.167699      1.441864E-01      3.084024E-03      1.472704E-01
      2.199115      1.447758E-01     -2.155492E-03      1.426203E-01
      2.230531      1.453774E-01     -7.503113E-03      1.378743E-01
      2.261947      1.459888E-01     -1.293774E-02      1.330511E-01
      2.293363      1.466076E-01     -1.843791E-02      1.281697E-01
      2.324779      1.472313E-01     -2.398193E-02      1.232494E-01
      2.356194      1.478575E-01     -2.954792E-02      1.183096E-01
      2.387610      1.484837E-01     -3.511391E-02      1.133698E-01
      2.419026      1.491074E-01     -4.065793E-02      1.084495E-01
